id,Name,Meaning,Subject
,bantered,,English
,banterer,,English
,banterers,,English
,bantery,,English
,bantering,,English
,banteringly,,English
,banters,,English
,Banthine,,English
,banty,,English
,banties,,English
,bantin,,English
,Banting,,English
,Bantingism,,English
,bantingize,,English
,bantings,,English
,bantling,,English
,bantlings,,English
,Bantoid,,English
,Bantry,,English
,Bantu,,English
,Bantus,,English
,Bantustan,,English
,banuyo,,English
,banus,,English
,Banville,,English
,Banwell,,English
,banxring,,English
,banzai,,English
,banzais,,English
,BAO,,English
,baobab,,English
,baobabs,,English
,BAOR,,English
,Bap,,English
,BAPCO,,English
,BAPCT,,English
,Baphia,,English
,Baphomet,,English
,Baphometic,,English
,bapistery,,English
,BAppArts,,English
,Bapt,,English
,Baptanodon,,English
,baptise,,English
,baptised,,English
,baptises,,English
,Baptisia,,English
,baptisias,,English
,baptisin,,English
,baptising,,English
,baptism,,English
,baptismal,,English
,baptismally,,English
,baptisms,,English
,baptism's,,English
,Baptist,,English
,Baptista,,English
,Baptiste,,English
,baptistery,,English
,baptisteries,,English
,Baptistic,,English
,Baptistown,,English
,baptistry,,English
,baptistries,,English
,baptistry's,,English
,baptists,,English
,baptist's,,English
,baptizable,,English
,baptize,,English
,baptized,,English
,baptizee,,English
,baptizement,,English
,baptizer,,English
,baptizers,,English
,baptizes,,English
,baptizing,,English
,Baptlsta,,English
,Baptornis,,English
,BAR,,English
,bar-,,English
,bar.,,English
,Bara,,English
,barabara,,English
,Barabas,,English
,Barabbas,,English
,Baraboo,,English
,barabora,,English
,Barabra,,English
,Barac,,English
,Baraca,,English
,Barack,,English
,Baracoa,,English
,barad,,English
,baradari,,English
,Baraga,,English
,baragnosis,,English
,baragouin,,English
,baragouinish,,English
,Barahona,,English
,Baray,,English
,Barayon,,English
,baraita,,English
,Baraithas,,English
,Barajas,,English
,barajillo,,English
,Barak,,English
,baraka,,English
,Baralipton,,English
,Baram,,English
,Baramika,,English
,baramin,,English
,bar-and-grill,,English
,barandos,,English
,barangay,,English
,barani,,English
,Barany,,English
,Baranov,,English
,bara-picklet,,English
,bararesque,,English
,bararite,,English
,Baras,,English
,Barashit,,English
,barasingha,,English
,barat,,English
,Barataria,,English
,barathea,,English
,baratheas,,English
,barathra,,English
,barathron,,English
,barathrum,,English
,barato,,English
,baratte,,English
,barauna,,English
,baraza,,English
,Barb,,English
,barba,,English
,Barbabas,,English
,Barbabra,,English
,barbacan,,English
,Barbacoa,,English
,Barbacoan,,English
,barbacou,,English
,Barbadian,,English
,barbadoes,,English
,Barbados,,English
,barbal,,English
,barbaloin,,English
,barbar,,English
,Barbara,,English
,Barbaraanne,,English
,Barbara-Anne,,English
,barbaralalia,,English
,Barbarea,,English
,Barbaresco,,English
,Barbarese,,English
,Barbaresi,,English
,barbaresque,,English
,Barbary,,English
,Barbarian,,English
,barbarianism,,English
,barbarianize,,English
,barbarianized,,English
,barbarianizing,,English
,barbarians,,English
,barbarian's,,English
,barbaric,,English
,barbarical,,English
,barbarically,,English
,barbarious,,English
,barbariousness,,English
,barbarisation,,English
,barbarise,,English
,barbarised,,English
,barbarising,,English
,barbarism,,English
,barbarisms,,English
,barbarity,,English
,barbarities,,English
,barbarization,,English
,barbarize,,English
,barbarized,,English
,barbarizes,,English
,barbarizing,,English
,Barbarossa,,English
,barbarous,,English
,barbarously,,English
,barbarousness,,English
,barbas,,English
,barbasco,,English
,barbascoes,,English
,barbascos,,English
,barbastel,,English
,barbastelle,,English
,barbate,,English
,barbated,,English
,barbatimao,,English
,Barbe,,English
,Barbeau,,English
,barbecue,,English
,barbecued,,English
,barbecueing,,English
,barbecuer,,English
,barbecues,,English
,barbecuing,,English
,barbed,,English
,barbedness,,English
,Barbee,,English
,Barbey,,English
,Barbeyaceae,,English
,barbeiro,,English
,barbel,,English
,barbeled,,English
,barbell,,English
,barbellate,,English
,barbells,,English
,barbell's,,English
,barbellula,,English
,barbellulae,,English
,barbellulate,,English
,barbels,,English
,barbeque,,English
,barbequed,,English
,barbequing,,English
,Barber,,English
,Barbera,,English
,barbered,,English
,barberess,,English
,barberfish,,English
,barbery,,English
,barbering,,English
,barberish,,English
,barberite,,English
,barbermonger,,English
,barbero,,English
,barberry,,English
,barberries,,English
,barbers,,English
,barbershop,,English
,barbershops,,English
,barber-surgeon,,English
,Barberton,,English
,Barberville,,English
,barbes,,English
,barbet,,English
,barbets,,English
,Barbette,,English
,barbettes,,English
,Barbi,,English
,Barby,,English
,Barbica,,English
,barbican,,English
,barbicanage,,English
,barbicans,,English
,barbicel,,English
,barbicels,,English
,Barbie,,English
,barbierite,,English
,barbigerous,,English
,barbing,,English
,barbion,,English
,Barbirolli,,English
,barbita,,English
,barbital,,English
,barbitalism,,English
,barbitals,,English
,barbiton,,English
,barbitone,,English
,barbitos,,English
,barbituism,,English
,barbiturate,,English
,barbiturates,,English
,barbituric,,English
,barbiturism,,English
,Barbizon,,English
,barble,,English
,barbless,,English
,barblet,,English
,barboy,,English
,barbola,,English
,barbone,,English
,barbotine,,English
,barbotte,,English
,barbouillage,,English
,Barbour,,English
,Barboursville,,English
,Barbourville,,English
,Barboza,,English
,Barbra,,English
,barbre,,English
,barbs,,English
,barbu,,English
,Barbuda,,English
,barbudo,,English
,barbudos,,English
,Barbula,,English
,barbulate,,English
,barbule,,English
,barbules,,English
,barbulyie,,English
,Barbur,,English
,Barbusse,,English
,barbut,,English
,barbute,,English
,Barbuto,,English
,barbuts,,English
,barbwire,,English
,barbwires,,English
,Barca,,English
,Barcan,,English
,barcarole,,English
,barcaroles,,English
,barcarolle,,English
,barcas,,English
,Barce,,English
,barcella,,English
,Barcellona,,English
,Barcelona,,English
,barcelonas,,English
,Barceloneta,,English
,BArch,,English
,barchan,,English
,barchans,,English
,BArchE,,English
,Barclay,,English
,Barco,,English
,barcolongo,,English
,barcone,,English
,Barcoo,,English
,Barcot,,English
,Barcroft,,English
,Barcus,,English
,Bard,,English
,bardane,,English
,bardash,,English
,bardcraft,,English
,Barde,,English
,barded,,English
,bardee,,English
,Bardeen,,English
,bardel,,English
,bardelle,,English
,Barden,,English
,bardes,,English
,Bardesanism,,English
,Bardesanist,,English
,Bardesanite,,English
,bardess,,English
,bardy,,English
,Bardia,,English
,bardic,,English
,bardie,,English
,bardier,,English
,bardiest,,English
,bardiglio,,English
,bardily,,English
,bardiness,,English
,barding,,English
,bardings,,English
,bardish,,English
,bardism,,English
,bardlet,,English
,bardlike,,English
,bardling,,English
,Bardo,,English
,bardocucullus,,English
,Bardolater,,English
,Bardolatry,,English
,Bardolino,,English
,Bardolph,,English
,Bardolphian,,English
,Bardot,,English
,bards,,English
,bard's,,English
,bardship,,English
,Bardstown,,English
,Bardulph,,English
,Bardwell,,English
,Bare,,English
,Barea,,English
,bare-ankled,,English
,bare-armed,,English
,bare-ass,,English
,bare-assed,,English
,bareback,,English
,barebacked,,English
,bare-backed,,English
,bare-bitten,,English
,bareboat,,English
,bareboats,,English
,barebone,,English
,bareboned,,English
,bare-boned,,English
,barebones,,English
,bare-bosomed,,English
,bare-branched,,English
,bare-breasted,,English
,bareca,,English
,bare-chested,,English
,bare-clawed,,English
,bared,,English
,barefaced,,English
,bare-faced,,English
,barefacedly,,English
,barefacedness,,English
,bare-fingered,,English
,barefisted,,English
,barefit,,English
,Barefoot,,English
,barefooted,,English
,barege,,English
,bareges,,English
,bare-gnawn,,English
,barehanded,,English
,bare-handed,,English
,barehead,,English
,bareheaded,,English
,bare-headed,,English
,bareheadedness,,English
,Bareilly,,English
,bareka,,English
,bare-kneed,,English
,bareknuckle,,English
,bareknuckled,,English
,barelegged,,English
,bare-legged,,English
,Bareli,,English
,barely,,English
,Barenboim,,English
,barenecked,,English
,bare-necked,,English
,bareness,,English
,barenesses,,English
,Barents,,English
,bare-picked,,English
,barer,,English
,bare-ribbed,,English
,bares,,English
,baresark,,English
,baresarks,,English
,bare-skinned,,English
,bare-skulled,,English
,baresma,,English
,barest,,English
,baresthesia,,English
,baret,,English
,bare-throated,,English
,bare-toed,,English
,baretta,,English
,bare-walled,,English
,bare-worn,,English
,barf,,English
,barfed,,English
,barff,,English
,barfy,,English
,barfing,,English
,barfish,,English
,barfly,,English
,barflies,,English
,barfly's,,English
,barfs,,English
,barful,,English
,Barfuss,,English
,bargain,,English
,bargainable,,English
,bargain-basement,,English
,bargain-counter,,English
,bargained,,English
,bargainee,,English
,bargainer,,English
,bargainers,,English
,bargain-hunting,,English
,bargaining,,English
,bargainor,,English
,bargains,,English
,bargainwise,,English
,bargander,,English
,barge,,English
,bargeboard,,English
,barge-board,,English
,barge-couple,,English
,barge-course,,English
,barged,,English
,bargee,,English
,bargeer,,English
,bargees,,English
,bargeese,,English
,bargehouse,,English
,barge-laden,,English
,bargelike,,English
,bargelli,,English
,bargello,,English
,bargellos,,English
,bargeload,,English
,bargeman,,English
,bargemaster,,English
,bargemen,,English
,bargepole,,English
,Barger,,English
,barge-rigged,,English
,Bargersville,,English
,barges,,English
,bargestone,,English
,barge-stone,,English
,bargh,,English
,bargham,,English
,barghest,,English
,barghests,,English
,barging,,English
,bargir,,English
,bargoose,,English
,bar-goose,,English
,barguest,,English
,barguests,,English
,barhal,,English
,Barhamsville,,English
,barhop,,English
,barhopped,,English
,barhopping,,English
,barhops,,English
,Bari,,English
,Bary,,English
,baria,,English
,bariatrician,,English
,bariatrics,,English
,baric,,English
,barycenter,,English
,barycentre,,English
,barycentric,,English
,barid,,English
,barie,,English
,Barye,,English
,baryecoia,,English
,baryes,,English
,baryglossia,,English
,barih,,English
,barylalia,,English
,barile,,English
,barylite,,English
,barilla,,English
,barillas,,English
,Bariloche,,English
,Barimah,,English
,Barina,,English
,Barinas,,English
,Baring,,English
,bariolage,,English
,baryon,,English
,baryonic,,English
,baryons,,English
,baryphony,,English
,baryphonia,,English
,baryphonic,,English
,Baryram,,English
,baris,,English
,barish,,English
,barysilite,,English
,barysphere,,English
,barit,,English
,barit.,,English
,baryta,,English
,barytas,,English
,barite,,English
,baryte,,English
,baritenor,,English
,barites,,English
,barytes,,English
,barythymia,,English
,barytic,,English
,barytine,,English
,baryto-,,English
,barytocalcite,,English
,barytocelestine,,English
,barytocelestite,,English
,baryton,,English
,baritonal,,English
,baritone,,English
,barytone,,English
,baritones,,English
,baritone's,,English
,barytones,,English
,barytons,,English
,barytophyllite,,English
,barytostrontianite,,English
,barytosulphate,,English
,barium,,English
,bariums,,English
,bark,,English
,barkan,,English
,barkantine,,English
,barkary,,English
,bark-bared,,English
,barkbound,,English
,barkcutter,,English
,bark-cutting,,English
,barked,,English
,barkeep,,English
,barkeeper,,English
,barkeepers,,English
,barkeeps,,English
,barkey,,English
,barken,,English
,barkened,,English
,barkening,,English
,barkentine,,English
,barkentines,,English
,Barker,,English
,barkery,,English
,barkers,,English
,barkevikite,,English
,barkevikitic,,English
,bark-formed,,English
,bark-galled,,English
,bark-galling,,English
,bark-grinding,,English
,barkhan,,English
,barky,,English
,barkier,,English
,barkiest,,English
,Barking,,English
,barkingly,,English
,Barkinji,,English
,Barkla,,English
,barkle,,English
,Barkley,,English
,Barkleigh,,English
,barkless,,English
,barklyite,,English
,barkometer,,English
,barkpeel,,English
,barkpeeler,,English
,barkpeeling,,English
,barks,,English
,Barksdale,,English
,bark-shredding,,English
,barksome,,English
,barkstone,,English
,bark-tanned,,English
,Barlach,,English
,barlafumble,,English
,barlafummil,,English
,barleduc,,English
,Bar-le-duc,,English
,barleducs,,English
,barley,,English
,barleybird,,English
,barleybrake,,English
,barleybreak,,English
,barley-break,,English
,barley-bree,,English
,barley-broo,,English
,barley-cap,,English
,barley-clipping,,English
,Barleycorn,,English
,barley-corn,,English
,barley-fed,,English
,barley-grinding,,English
,barleyhood,,English
,barley-hood,,English
,barley-hulling,,English
,barleymow,,English
,barleys,,English
,barleysick,,English
,barley-sugar,,English
,barless,,English
,Barletta,,English
,barly,,English
,Barling,,English
,barlock,,English
,Barlow,,English
,barlows,,English
,barm,,English
,barmaid,,English
,barmaids,,English
,barman,,English
,barmaster,,English
,barmbrack,,English
,barmcloth,,English
,Barmecidal,,English
,Barmecide,,English
,Barmen,,English
,barmfel,,English
,barmy,,English
,barmybrained,,English
,barmie,,English
,barmier,,English
,barmiest,,English
,barming,,English
,barmkin,,English
,barmote,,English
,barms,,English
,barmskin,,English
,Barn,,English
,Barna,,English
,Barnaba,,English
,Barnabas,,English
,Barnabe,,English
,Barnaby,,English
,Barnabite,,English
,Barna-brahman,,English
,barnacle,,English
,barnacle-back,,English
,barnacled,,English
,barnacle-eater,,English
,barnacles,,English
,barnacling,,English
,barnage,,English
,Barnaise,,English
,Barnard,,English
,Barnardo,,English
,Barnardsville,,English
,Barnaul,,English
,barnbrack,,English
,barn-brack,,English
,Barnburner,,English
,Barncard,,English
,barndoor,,English
,barn-door,,English
,Barnebas,,English
,Barnegat,,English
,Barney,,English
,barney-clapper,,English
,barneys,,English
,Barnes,,English
,Barnesboro,,English
,Barneston,,English
,Barnesville,,English
,Barnet,,English
,Barnett,,English
,Barneveld,,English
,Barneveldt,,English
,barnful,,English
,Barnhard,,English
,barnhardtite,,English
,Barnhart,,English
,Barny,,English
,barnyard,,English
,barnyards,,English
,barnyard's,,English
,Barnie,,English
,barnier,,English
,barniest,,English
,barnlike,,English
,barnman,,English
,barnmen,,English
,barn-raising,,English
,barns,,English
,barn's,,English
,barns-breaking,,English
,Barnsdall,,English
,Barnsley,,English
,Barnstable,,English
,Barnstead,,English
,Barnstock,,English
,barnstorm,,English
,barnstormed,,English
,barnstormer,,English
,barnstormers,,English
,barnstorming,,English
,barnstorms,,English
,Barnum,,English
,Barnumesque,,English
,Barnumism,,English
,Barnumize,,English
,Barnwell,,English
,baro-,,English
,Barocchio,,English
,barocco,,English
,barocyclonometer,,English
,Barocius,,English
,baroclinicity,,English
,baroclinity,,English
,Baroco,,English
,Baroda,,English
,barodynamic,,English
,barodynamics,,English
,barognosis,,English
,barogram,,English
,barograms,,English
,barograph,,English
,barographic,,English
,barographs,,English
,baroi,,English
,Baroja,,English
,baroko,,English
,Barolet,,English
,Barolo,,English
,barology,,English
,Barolong,,English
,baromacrometer,,English
,barometer,,English
,barometers,,English
,barometer's,,English
,barometry,,English
,barometric,,English
,barometrical,,English
,barometrically,,English
,barometrograph,,English
,barometrography,,English
,barometz,,English
,baromotor,,English
,Baron,,English
,baronage,,English
,baronages,,English
,baronduki,,English
,baroness,,English
,baronesses,,English
,baronet,,English
,baronetage,,English
,baronetcy,,English
,baronetcies,,English
,baroneted,,English
,baronethood,,English
,baronetical,,English
,baroneting,,English
,baronetise,,English
,baronetised,,English
,baronetising,,English
,baronetize,,English
,baronetized,,English
,baronetizing,,English
,baronets,,English
,baronetship,,English
,barong,,English
,Baronga,,English
,barongs,,English
,baroni,,English
,barony,,English
,baronial,,English
,baronies,,English
,barony's,,English
,baronize,,English
,baronized,,English
,baronizing,,English
,baronne,,English
,baronnes,,English
,baronry,,English
,baronries,,English
,barons,,English
,baron's,,English
,baronship,,English
,barophobia,,English
,Baroque,,English
,baroquely,,English
,baroqueness,,English
,baroques,,English
,baroreceptor,,English
,baroscope,,English
,baroscopic,,English
,baroscopical,,English
,barosinusitis,,English
,barosinusitus,,English
,Barosma,,English
,barosmin,,English
,barostat,,English
,baroswitch,,English
,barotactic,,English
,barotaxy,,English
,barotaxis,,English
,barothermogram,,English
,barothermograph,,English
,barothermohygrogram,,English
,barothermohygrograph,,English
,baroto,,English
,barotrauma,,English
,barotraumas,,English
,barotraumata,,English
,barotropy,,English
,barotropic,,English
,Barotse,,English
,Barotseland,,English
,barouche,,English
,barouches,,English
,barouchet,,English
,barouchette,,English
,Barouni,,English
,baroxyton,,English
,Barozzi,,English
,barpost,,English
,barquantine,,English
,barque,,English
,barquentine,,English
,Barquero,,English
,barques,,English
,barquest,,English
,barquette,,English
,Barquisimeto,,English
,Barr,,English
,Barra,,English
,barrabkie,,English
,barrable,,English
,barrabora,,English
,barracan,,English
,barrace,,English
,barrack,,English
,barracked,,English
,barracker,,English
,barracking,,English
,barracks,,English
,Barrackville,,English
,barraclade,,English
,barracoon,,English
,barracouta,,English
,barracoutas,,English
,barracuda,,English
,barracudas,,English
,barracudina,,English
,barrad,,English
,Barrada,,English
,barragan,,English
,barrage,,English
,barraged,,English
,barrages,,English
,barrage's,,English
,barraging,,English
,barragon,,English
,Barram,,English
,barramunda,,English
,barramundas,,English
,barramundi,,English
,barramundies,,English
,barramundis,,English
,barranca,,English
,Barrancabermeja,,English
,barrancas,,English
,barranco,,English
,barrancos,,English
,barrandite,,English
,Barranquilla,,English
,Barranquitas,,English
,barras,,English
,barrat,,English
,barrater,,English
,barraters,,English
,barrator,,English
,barrators,,English
,barratry,,English
,barratries,,English
,barratrous,,English
,barratrously,,English
,Barrault,,English
,Barraza,,English
,Barre,,English
,barred,,English
,Barree,,English
,barrel,,English
,barrelage,,English
,barrel-bellied,,English
,barrel-boring,,English
,barrel-branding,,English
,barrel-chested,,English
,barrel-driving,,English
,barreled,,English
,barreleye,,English
,barreleyes,,English
,barreler,,English
,barrelet,,English
,barrelfish,,English
,barrelfishes,,English
,barrelful,,English
,barrelfuls,,English
,barrelhead,,English
,barrel-heading,,English
,barrelhouse,,English
,barrelhouses,,English
,barreling,,English
,barrelled,,English
,barrelling,,English
,barrelmaker,,English
,barrelmaking,,English
,barrel-packing,,English
,barrel-roll,,English
,barrels,,English
,barrel's,,English
,barrelsful,,English
,barrel-shaped,,English
,barrel-vaulted,,English
,barrelwise,,English
,Barren,,English
,barrener,,English
,barrenest,,English
,barrenly,,English
,barrenness,,English
,barrennesses,,English
,barrens,,English
,barrenwort,,English
,barrer,,English
,barrera,,English
,barrer-off,,English
,Barres,,English
,Barret,,English
,barretor,,English
,barretors,,English
,barretry,,English
,barretries,,English
,barrets,,English
,Barrett,,English
,barrette,,English
,barretter,,English
,barrettes,,English
,Barri,,English
,Barry,,English
,barry-bendy,,English
,barricade,,English
,barricaded,,English
,barricader,,English
,barricaders,,English
,barricades,,English
,barricade's,,English
,barricading,,English
,barricado,,English
,barricadoed,,English
,barricadoes,,English
,barricadoing,,English
,barricados,,English
,barrico,,English
,barricoes,,English
,barricos,,English
,Barrie,,English
,Barrientos,,English
,barrier,,English
,barriers,,English
,barrier's,,English
,barriguda,,English
,barrigudo,,English
,barrigudos,,English
,barrikin,,English
,Barrymore,,English
,barry-nebuly,,English
,barriness,,English
,barring,,English
,barringer,,English
,Barrington,,English
,Barringtonia,,English
,barrio,,English
,barrio-dwellers,,English
,Barrios,,English
,barry-pily,,English
,Barris,,English
,barrister,,English
,barrister-at-law,,English
,barristerial,,English
,barristers,,English
,barristership,,English
,barristress,,English
,Barryton,,English
,Barrytown,,English
,Barryville,,English
,barry-wavy,,English
,BARRNET,,English
,Barron,,English
,Barronett,,English
,barroom,,English
,barrooms,,English
,Barros,,English
,Barrow,,English
,barrow-boy,,English
,barrowcoat,,English
,barrowful,,English
,Barrow-in-Furness,,English
,Barrowist,,English
,barrowman,,English
,barrow-man,,English
,barrow-men,,English
,barrows,,English
,barrulee,,English
,barrulet,,English
,barrulety,,English
,barruly,,English
,Barrus,,English
,bars,,English
,bar's,,English
,Barsac,,English
,barse,,English
,Barsky,,English
,barsom,,English
,barspoon,,English
,barstool,,English
,barstools,,English
,Barstow,,English
,Bart,,English
,Bart.,,English
,Barta,,English
,bar-tailed,,English
,Bartel,,English
,Bartelso,,English
,bartend,,English
,bartended,,English
,bartender,,English
,bartenders,,English
,bartender's,,English
,bartending,,English
,bartends,,English
,barter,,English
,bartered,,English
,barterer,,English
,barterers,,English
,bartering,,English
,barters,,English
,Barth,,English
,Barthel,,English
,Barthelemy,,English
,Barthian,,English
,Barthianism,,English
,barthite,,English
,Barthol,,English
,Barthold,,English
,Bartholdi,,English
,Bartholemy,,English
,bartholinitis,,English
,Bartholomean,,English
,Bartholomeo,,English
,Bartholomeus,,English
,Bartholomew,,English
,Bartholomewtide,,English
,Bartholomite,,English
,Barthou,,English
,Barty,,English
,Bartie,,English
,bartisan,,English
,bartisans,,English
,bartizan,,English
,bartizaned,,English
,bartizans,,English
,Bartko,,English
,Bartle,,English
,Bartley,,English
,Bartlemy,,English
,Bartlesville,,English
,Bartlet,,English
,Bartlett,,English
,bartletts,,English
,Barto,,English
,Bartok,,English
,Bartolemo,,English
,Bartolome,,English
,Bartolomeo,,English
,Bartolommeo,,English
,Bartolozzi,,English
,Barton,,English
,Bartonella,,English
,Bartonia,,English
,Bartonsville,,English
,Bartonville,,English
,Bartosch,,English
,Bartow,,English
,Bartram,,English
,Bartramia,,English
,Bartramiaceae,,English
,Bartramian,,English
,bartree,,English
,Bartsia,,English
,baru,,English
,Baruch,,English
,barukhzy,,English
,Barundi,,English
,baruria,,English
,barvel,,English
,barvell,,English
,Barvick,,English
,barway,,English
,barways,,English
,barwal,,English
,barware,,English
,barwares,,English
,Barwick,,English
,barwin,,English
,barwing,,English
,barwise,,English
,barwood,,English
,bar-wound,,English
,Barzani,,English
,BAS,,English
,basad,,English
,basal,,English
,basale,,English
,basalia,,English
,basally,,English
,basal-nerved,,English
,basalt,,English
,basaltes,,English
,basaltic,,English
,basaltiform,,English
,basaltine,,English
,basaltoid,,English
,basalt-porphyry,,English
,basalts,,English
,basaltware,,English
,basan,,English
,basanite,,English
,basaree,,English
,basat,,English
,BASc,,English
,bascinet,,English
,Bascio,,English
,Basco,,English
,Bascology,,English
,Bascom,,English
,Bascomb,,English
,basculation,,English
,bascule,,English
,bascules,,English
,bascunan,,English
,Base,,English
,baseball,,English
,base-ball,,English
,baseballdom,,English
,baseballer,,English
,baseballs,,English
,baseball's,,English
,baseband,,English
,base-begged,,English
,base-begot,,English
,baseboard,,English
,baseboards,,English
,baseboard's,,English
,baseborn,,English
,base-born,,English
,basebred,,English
,baseburner,,English
,base-burner,,English
,basecoat,,English
,basecourt,,English
,base-court,,English
,based,,English
,base-forming,,English
,basehearted,,English
,baseheartedness,,English
,Basehor,,English
,Basel,,English
,baselard,,English
,Baseler,,English
,baseless,,English
,baselessly,,English
,baselessness,,English
,baselevel,,English
,basely,,English
,baselike,,English
,baseline,,English
,baseliner,,English
,baselines,,English
,baseline's,,English
,Basella,,English
,Basellaceae,,English
,basellaceous,,English
,Basel-Land,,English
,Basel-Mulhouse,,English
,Basel-Stadt,,English
,baseman,,English
,basemen,,English
,basement,,English
,basementless,,English
,basements,,English
,basement's,,English
,basementward,,English
,base-mettled,,English
,base-minded,,English
,base-mindedly,,English
,base-mindedness,,English
,basename,,English
,baseness,,English
,basenesses,,English
,basenet,,English
,Basenji,,English
,basenjis,,English
,baseplate,,English
,baseplug,,English
,basepoint,,English
,baser,,English
,baserunning,,English
,bases,,English
,base-souled,,English
,base-spirited,,English
,base-spiritedness,,English
,basest,,English
,base-witted,,English
,bas-fond,,English
,BASH,,English
,bashalick,,English
,Basham,,English
,Bashan,,English
,bashara,,English
,bashaw,,English
,bashawdom,,English
,bashawism,,English
,bashaws,,English
,bashawship,,English
,bashed,,English
,Bashee,,English
,Bashemath,,English
,Bashemeth,,English
,basher,,English
,bashers,,English
,bashes,,English
,bashful,,English
,bashfully,,English
,bashfulness,,English
,bashfulnesses,,English
,bashibazouk,,English
,bashi-bazouk,,English
,bashi-bazoukery,,English
,Bashilange,,English
,bashyle,,English
,bashing,,English
,Bashkir,,English
,Bashkiria,,English
,bashless,,English
,bashlik,,English
,bashlyk,,English
,bashlyks,,English
,bashment,,English
,Bashmuric,,English
,Basho,,English
,Bashuk,,English
,basi-,,English
,Basia,,English
,basial,,English
,basialveolar,,English
,basiarachnitis,,English
,basiarachnoiditis,,English
,basiate,,English
,basiated,,English
,basiating,,English
,basiation,,English
,Basibracteolate,,English
,basibranchial,,English
,basibranchiate,,English
,basibregmatic,,English
,BASIC,,English
,basically,,English
,basicerite,,English
,basichromatic,,English
,basichromatin,,English
,basichromatinic,,English
,basichromiole,,English
,basicity,,English
,basicities,,English
,basicytoparaplastin,,English
,basic-lined,,English
,basicranial,,English
,basics,,English
,basic's,,English
,basidia,,English
,basidial,,English
,basidigital,,English
,basidigitale,,English
,basidigitalia,,English
,basidiocarp,,English
,basidiogenetic,,English
,basidiolichen,,English
,Basidiolichenes,,English
,basidiomycete,,English
,Basidiomycetes,,English
,basidiomycetous,,English
,basidiophore,,English
,basidiospore,,English
,basidiosporous,,English
,basidium,,English
,basidorsal,,English
,Basie,,English
,Basye,,English
,basifacial,,English
,basify,,English
,basification,,English
,basified,,English
,basifier,,English
,basifiers,,English
,basifies,,English
,basifying,,English
,basifixed,,English
,basifugal,,English
,basigamy,,English
,basigamous,,English
,basigenic,,English
,basigenous,,English
,basigynium,,English
,basiglandular,,English
,basihyal,,English
,basihyoid,,English
,Basil,,English
,basyl,,English
,Basilan,,English
,basilar,,English
,Basilarchia,,English
,basilard,,English
,basilary,,English
,basilateral,,English
,Basildon,,English
,Basile,,English
,basilect,,English
,basileis,,English
,basilemma,,English
,basileus,,English
,Basilian,,English
,basilic,,English
,Basilica,,English
,Basilicae,,English
,basilical,,English
,basilicalike,,English
,basilican,,English
,basilicas,,English
,Basilicata,,English
,basilicate,,English
,basilicock,,English
,basilicon,,English
,Basilics,,English
,basilidan,,English
,Basilidian,,English
,Basilidianism,,English
,Basiliensis,,English
,basilinna,,English
,Basilio,,English
,basiliscan,,English
,basiliscine,,English
,Basiliscus,,English
,basilysis,,English
,basilisk,,English
,basilisks,,English
,basilissa,,English
,basilyst,,English
,Basilius,,English
,Basilosauridae,,English
,Basilosaurus,,English
,basils,,English
,basilweed,,English
,basimesostasis,,English
,basin,,English
,basinal,,English
,basinasal,,English
,basinasial,,English
,basined,,English
,basinerved,,English
,basinet,,English
,basinets,,English
,basinful,,English
,basing,,English
,Basingstoke,,English
,basinlike,,English
,basins,,English
,basin's,,English
,basioccipital,,English
,basion,,English
,basions,,English
,basiophitic,,English
,basiophthalmite,,English
,basiophthalmous,,English
,basiotribe,,English
,basiotripsy,,English
,basiparachromatin,,English
,basiparaplastin,,English
,basipetal,,English
,basipetally,,English
,basiphobia,,English
,basipodite,,English
,basipoditic,,English
,basipterygial,,English
,basipterygium,,English
,basipterygoid,,English
,Basir,,English
,basiradial,,English
,basirhinal,,English
,basirostral,,English
,basis,,English
,basiscopic,,English
,basisidia,,English
,basisolute,,English
,basisphenoid,,English
,basisphenoidal,,English
,basitemporal,,English
,basitting,,English
,basiventral,,English
,basivertebral,,English
,bask,,English
,baske,,English
,basked,,English
,basker,,English
,Baskerville,,English
,basket,,English
,basketball,,English
,basket-ball,,English
,basketballer,,English
,basketballs,,English
,basketball's,,English
,basket-bearing,,English
,basketful,,English
,basketfuls,,English
,basket-hilted,,English
,basketing,,English
,basketlike,,English
,basketmaker,,English
,basketmaking,,English
,basket-of-gold,,English
,basketry,,English
,basketries,,English
,baskets,,English
,basket's,,English
,basket-star,,English
,Baskett,,English
,basketware,,English
,basketweaving,,English
,basketwoman,,English
,basketwood,,English
,basketwork,,English
,basketworm,,English
,Baskin,,English
,basking,,English
,Baskish,,English
,Baskonize,,English
,basks,,English
,Basle,,English
,basnat,,English
,basnet,,English
,Basoche,,English
,basocyte,,English
,Basoga,,English
,basoid,,English
,Basoko,,English
,Basom,,English
,Basommatophora,,English
,basommatophorous,,English
,bason,,English
,Basonga-mina,,English
,Basongo,,English
,basophil,,English
,basophile,,English
,basophilia,,English
,basophilic,,English
,basophilous,,English
,basophils,,English
,basophobia,,English
,basos,,English
,basote,,English
,Basotho,,English
,Basotho-Qwaqwa,,English
,Basov,,English
,Basque,,English
,basqued,,English
,basques,,English
,basquine,,English
,Basra,,English
,bas-relief,,English
,Bas-Rhin,,English
,Bass,,English
,Bassa,,English
,Bassalia,,English
